Level,Workout_Type,Duration_Min,Calories_Burned,Food_Item,Calories,Protein_g,Carbs_g,Fats_g,Goal,Meal,Workout_Duration_Min,Workout_Calories,Food_Calories,Net_Calories
Beginner,Strength,,166.0,,,,,,,,55.0,,,
Beginner,Cardio,,423.0,,,,,,,,31.0,,,
Intermediate,Yoga,,265.0,,,,,,,,21.0,,,
Beginner,Cardio,,240.0,,,,,,,,32.0,,,
Advanced,Strength,,231.0,,,,,,,,72.0,,,
Beginner,Yoga,,473.0,,,,,,,,51.0,,,
Intermediate,Strength,,263.0,,,,,,,,35.0,,,
Intermediate,Strength,,207.0,,,,,,,,51.0,,,
Intermediate,HIIT,,303.0,,,,,,,,51.0,,,
Beginner,HIIT,,553.0,,,,,,,,30.0,,,
Intermediate,Strength,,777.0,,,,,,,,29.0,,,
Intermediate,Strength,,415.0,,,,,,,,34.0,,,
Beginner,Strength,,464.0,,,,,,,,36.0,,,
Advanced,HIIT,,190.0,,,,,,,,59.0,,,
Beginner,HIIT,,254.0,,,,,,,,37.0,,,
Intermediate,Cardio,,342.0,,,,,,,,74.0,,,
Intermediate,Cardio,,550.0,,,,,,,,44.0,,,
Beginner,Strength,,427.0,,,,,,,,78.0,,,
Advanced,Yoga,,503.0,,,,,,,,41.0,,,
Intermediate,Yoga,,729.0,,,,,,,,49.0,,,
Intermediate,HIIT,,405.0,,,,,,,,63.0,,,
Intermediate,HIIT,,248.0,,,,,,,,51.0,,,
Beginner,HIIT,,737.0,,,,,,,,70.0,,,
Intermediate,Strength,,431.0,,,,,,,,65.0,,,
Advanced,Yoga,,552.0,,,,,,,,40.0,,,
Intermediate,Cardio,,258.0,,,,,,,,51.0,,,
Intermediate,Strength,,348.0,,,,,,,,58.0,,,
Advanced,Cardio,,452.0,,,,,,,,31.0,,,
Intermediate,Cardio,,476.0,,,,,,,,66.0,,,
Beginner,Strength,,303.0,,,,,,,,37.0,,,
Beginner,Cardio,,701.0,,,,,,,,40.0,,,
Beginner,Yoga,,794.0,,,,,,,,32.0,,,
Advanced,Cardio,,554.0,,,,,,,,40.0,,,
Intermediate,Yoga,,611.0,,,,,,,,27.0,,,
Beginner,Yoga,,281.0,,,,,,,,65.0,,,
Advanced,Yoga,,233.0,,,,,,,,26.0,,,
Intermediate,HIIT,,548.0,,,,,,,,42.0,,,
Advanced,Cardio,,777.0,,,,,,,,41.0,,,
Beginner,Strength,,258.0,,,,,,,,41.0,,,
Beginner,Strength,,370.0,,,,,,,,48.0,,,
Beginner,Cardio,,702.0,,,,,,,,32.0,,,
Advanced,HIIT,,517.0,,,,,,,,21.0,,,
Advanced,HIIT,,296.0,,,,,,,,48.0,,,
Beginner,Yoga,,261.0,,,,,,,,71.0,,,
Advanced,Cardio,,764.0,,,,,,,,46.0,,,
Beginner,Cardio,,707.0,,,,,,,,69.0,,,
Beginner,Strength,,643.0,,,,,,,,42.0,,,
Intermediate,Cardio,,654.0,,,,,,,,63.0,,,
Advanced,HIIT,,624.0,,,,,,,,41.0,,,
Beginner,Cardio,,420.0,,,,,,,,62.0,,,
Beginner,Strength,,570.0,,,,,,,,56.0,,,
Advanced,Yoga,,516.0,,,,,,,,80.0,,,
Intermediate,Strength,,429.0,,,,,,,,75.0,,,
Intermediate,Strength,,432.0,,,,,,,,22.0,,,
Beginner,Yoga,,189.0,,,,,,,,82.0,,,
Advanced,Strength,,338.0,,,,,,,,38.0,,,
Intermediate,Strength,,313.0,,,,,,,,42.0,,,
Advanced,Cardio,,685.0,,,,,,,,48.0,,,
Advanced,Cardio,,685.0,,,,,,,,49.0,,,
Beginner,Yoga,,153.0,,,,,,,,58.0,,,
Intermediate,Cardio,,439.0,,,,,,,,44.0,,,
Beginner,Cardio,,582.0,,,,,,,,27.0,,,
Intermediate,Strength,,620.0,,,,,,,,77.0,,,
Intermediate,HIIT,,330.0,,,,,,,,35.0,,,
Intermediate,Cardio,,397.0,,,,,,,,20.0,,,
Intermediate,HIIT,,777.0,,,,,,,,24.0,,,
Intermediate,Cardio,,428.0,,,,,,,,22.0,,,
Advanced,Cardio,,730.0,,,,,,,,84.0,,,
Beginner,Yoga,,403.0,,,,,,,,23.0,,,
Advanced,Yoga,,330.0,,,,,,,,83.0,,,
Intermediate,Yoga,,658.0,,,,,,,,29.0,,,
Beginner,HIIT,,715.0,,,,,,,,40.0,,,
Intermediate,Strength,,475.0,,,,,,,,65.0,,,
Beginner,Cardio,,506.0,,,,,,,,46.0,,,
Advanced,Cardio,,799.0,,,,,,,,85.0,,,
Beginner,Cardio,,540.0,,,,,,,,60.0,,,
Beginner,HIIT,,764.0,,,,,,,,32.0,,,
Beginner,Yoga,,234.0,,,,,,,,28.0,,,
Beginner,Strength,,466.0,,,,,,,,55.0,,,
Beginner,HIIT,,361.0,,,,,,,,77.0,,,
Intermediate,Yoga,,664.0,,,,,,,,73.0,,,
Beginner,HIIT,,533.0,,,,,,,,31.0,,,
Beginner,Strength,,491.0,,,,,,,,33.0,,,
Advanced,Yoga,,187.0,,,,,,,,53.0,,,
Beginner,HIIT,,660.0,,,,,,,,72.0,,,
Advanced,Strength,,569.0,,,,,,,,39.0,,,
Intermediate,Cardio,,318.0,,,,,,,,35.0,,,
Beginner,Strength,,492.0,,,,,,,,89.0,,,
Advanced,Cardio,,455.0,,,,,,,,75.0,,,
Advanced,HIIT,,691.0,,,,,,,,77.0,,,
Intermediate,Yoga,,686.0,,,,,,,,23.0,,,
Beginner,Yoga,,261.0,,,,,,,,23.0,,,
Beginner,HIIT,,560.0,,,,,,,,39.0,,,
Advanced,Yoga,,355.0,,,,,,,,29.0,,,
Beginner,Yoga,,334.0,,,,,,,,43.0,,,
Advanced,Cardio,,531.0,,,,,,,,45.0,,,
Beginner,HIIT,,645.0,,,,,,,,56.0,,,
Advanced,Strength,,528.0,,,,,,,,73.0,,,
Beginner,Cardio,,196.0,,,,,,,,40.0,,,
Intermediate,HIIT,,700.0,,,,,,,,57.0,,,
Beginner,Cardio,,677.0,,,,,,,,65.0,,,
Beginner,Strength,,653.0,,,,,,,,23.0,,,
Intermediate,Strength,,171.0,,,,,,,,79.0,,,
Beginner,HIIT,,362.0,,,,,,,,76.0,,,
Intermediate,Strength,,459.0,,,,,,,,64.0,,,
Beginner,Cardio,,421.0,,,,,,,,39.0,,,
Advanced,Strength,,720.0,,,,,,,,36.0,,,
Advanced,Cardio,,351.0,,,,,,,,23.0,,,
Beginner,Cardio,,181.0,,,,,,,,33.0,,,
Beginner,Strength,,592.0,,,,,,,,22.0,,,
Beginner,HIIT,,311.0,,,,,,,,77.0,,,
Advanced,Yoga,,403.0,,,,,,,,74.0,,,
Beginner,Strength,,670.0,,,,,,,,23.0,,,
Advanced,Cardio,,629.0,,,,,,,,43.0,,,
Intermediate,Cardio,,159.0,,,,,,,,53.0,,,
Advanced,Strength,,654.0,,,,,,,,49.0,,,
Advanced,HIIT,,709.0,,,,,,,,38.0,,,
Intermediate,HIIT,,585.0,,,,,,,,50.0,,,
Advanced,Cardio,,260.0,,,,,,,,79.0,,,
Beginner,Cardio,,302.0,,,,,,,,79.0,,,
Beginner,HIIT,,784.0,,,,,,,,38.0,,,
Advanced,Yoga,,251.0,,,,,,,,68.0,,,
Beginner,Strength,,340.0,,,,,,,,82.0,,,
Advanced,Cardio,,712.0,,,,,,,,41.0,,,
Beginner,Cardio,,230.0,,,,,,,,43.0,,,
Beginner,HIIT,,638.0,,,,,,,,49.0,,,
Advanced,Strength,,237.0,,,,,,,,77.0,,,
Beginner,HIIT,,343.0,,,,,,,,50.0,,,
Advanced,Strength,,253.0,,,,,,,,83.0,,,
Beginner,Strength,,245.0,,,,,,,,38.0,,,
Beginner,Strength,,572.0,,,,,,,,67.0,,,
Intermediate,Cardio,,347.0,,,,,,,,64.0,,,
Intermediate,Yoga,,150.0,,,,,,,,74.0,,,
Advanced,HIIT,,556.0,,,,,,,,74.0,,,
Intermediate,Yoga,,527.0,,,,,,,,37.0,,,
Advanced,HIIT,,316.0,,,,,,,,82.0,,,
Intermediate,Strength,,658.0,,,,,,,,66.0,,,
Beginner,Cardio,,787.0,,,,,,,,76.0,,,
Advanced,Yoga,,462.0,,,,,,,,64.0,,,
Advanced,Cardio,,742.0,,,,,,,,52.0,,,
Beginner,HIIT,,567.0,,,,,,,,36.0,,,
Advanced,Cardio,,626.0,,,,,,,,89.0,,,
Advanced,Cardio,,222.0,,,,,,,,23.0,,,
Intermediate,Yoga,,290.0,,,,,,,,39.0,,,
Advanced,Strength,,731.0,,,,,,,,66.0,,,
Beginner,Cardio,,411.0,,,,,,,,34.0,,,
Intermediate,Strength,,489.0,,,,,,,,89.0,,,
Intermediate,HIIT,,457.0,,,,,,,,66.0,,,
Beginner,Cardio,,394.0,,,,,,,,28.0,,,
Beginner,Yoga,,664.0,,,,,,,,35.0,,,
Intermediate,HIIT,,486.0,,,,,,,,88.0,,,
Advanced,HIIT,,724.0,,,,,,,,80.0,,,
Intermediate,Yoga,,710.0,,,,,,,,29.0,,,
Beginner,Cardio,,225.0,,,,,,,,69.0,,,
Intermediate,Cardio,,324.0,,,,,,,,22.0,,,
Beginner,HIIT,,258.0,,,,,,,,89.0,,,
Intermediate,Cardio,,332.0,,,,,,,,70.0,,,
Advanced,Strength,,341.0,,,,,,,,38.0,,,
Intermediate,Yoga,,214.0,,,,,,,,61.0,,,
Intermediate,Strength,,623.0,,,,,,,,54.0,,,
Beginner,Cardio,,249.0,,,,,,,,65.0,,,
Beginner,HIIT,,693.0,,,,,,,,45.0,,,
Beginner,Yoga,,277.0,,,,,,,,88.0,,,
Intermediate,Cardio,,601.0,,,,,,,,83.0,,,
Advanced,Cardio,,518.0,,,,,,,,56.0,,,
Beginner,HIIT,,192.0,,,,,,,,68.0,,,
Beginner,HIIT,,568.0,,,,,,,,40.0,,,
Intermediate,Strength,,637.0,,,,,,,,83.0,,,
Beginner,Yoga,,227.0,,,,,,,,24.0,,,
Advanced,Yoga,,419.0,,,,,,,,89.0,,,
Advanced,HIIT,,464.0,,,,,,,,23.0,,,
Beginner,Strength,,317.0,,,,,,,,58.0,,,
Beginner,Yoga,,488.0,,,,,,,,54.0,,,
Intermediate,HIIT,,342.0,,,,,,,,20.0,,,
Advanced,Cardio,,602.0,,,,,,,,43.0,,,
Advanced,Yoga,,432.0,,,,,,,,76.0,,,
Beginner,Strength,,485.0,,,,,,,,89.0,,,
Intermediate,Strength,,539.0,,,,,,,,60.0,,,
Advanced,Strength,,674.0,,,,,,,,73.0,,,
Advanced,Cardio,,389.0,,,,,,,,65.0,,,
Intermediate,Yoga,,632.0,,,,,,,,79.0,,,
Intermediate,Yoga,,741.0,,,,,,,,79.0,,,
Advanced,Cardio,,704.0,,,,,,,,76.0,,,
Advanced,Yoga,,607.0,,,,,,,,50.0,,,
Intermediate,Cardio,,238.0,,,,,,,,43.0,,,
Advanced,Cardio,,244.0,,,,,,,,55.0,,,
Beginner,Cardio,,601.0,,,,,,,,49.0,,,
Beginner,Strength,,577.0,,,,,,,,43.0,,,
Intermediate,Yoga,,300.0,,,,,,,,49.0,,,
Intermediate,Cardio,,663.0,,,,,,,,26.0,,,
Intermediate,Yoga,,525.0,,,,,,,,54.0,,,
Beginner,Strength,,171.0,,,,,,,,74.0,,,
Advanced,Cardio,,462.0,,,,,,,,33.0,,,
Beginner,HIIT,,668.0,,,,,,,,29.0,,,
Advanced,Strength,,355.0,,,,,,,,35.0,,,
Beginner,HIIT,,524.0,,,,,,,,73.0,,,
Advanced,Yoga,,600.0,,,,,,,,89.0,,,
Beginner,Yoga,,775.0,,,,,,,,63.0,,,
Intermediate,Strength,,744.0,,,,,,,,64.0,,,
Beginner,Yoga,,328.0,,,,,,,,75.0,,,
Advanced,HIIT,,359.0,,,,,,,,76.0,,,
Beginner,Cardio,,649.0,,,,,,,,40.0,,,
Beginner,Cardio,,613.0,,,,,,,,87.0,,,
Beginner,Cardio,,273.0,,,,,,,,69.0,,,
Intermediate,Strength,,262.0,,,,,,,,52.0,,,
Beginner,Yoga,,161.0,,,,,,,,26.0,,,
Intermediate,HIIT,,275.0,,,,,,,,89.0,,,
Intermediate,Yoga,,714.0,,,,,,,,34.0,,,
Beginner,Yoga,,480.0,,,,,,,,51.0,,,
Beginner,Yoga,,432.0,,,,,,,,39.0,,,
Beginner,Cardio,,289.0,,,,,,,,34.0,,,
Advanced,HIIT,,550.0,,,,,,,,67.0,,,
Beginner,HIIT,,246.0,,,,,,,,40.0,,,
Intermediate,Yoga,,666.0,,,,,,,,61.0,,,
Beginner,Cardio,,718.0,,,,,,,,45.0,,,
Advanced,Cardio,,218.0,,,,,,,,33.0,,,
Beginner,HIIT,,267.0,,,,,,,,76.0,,,
Advanced,Cardio,,208.0,,,,,,,,56.0,,,
Advanced,Cardio,,182.0,,,,,,,,77.0,,,
Beginner,Cardio,,467.0,,,,,,,,40.0,,,
Intermediate,Strength,,199.0,,,,,,,,88.0,,,
Advanced,Yoga,,638.0,,,,,,,,22.0,,,
Beginner,HIIT,,168.0,,,,,,,,56.0,,,
Beginner,HIIT,,346.0,,,,,,,,68.0,,,
Intermediate,Strength,,599.0,,,,,,,,38.0,,,
Advanced,Yoga,,708.0,,,,,,,,31.0,,,
Advanced,HIIT,,601.0,,,,,,,,80.0,,,
Beginner,Cardio,,438.0,,,,,,,,60.0,,,
Beginner,HIIT,,290.0,,,,,,,,52.0,,,
Intermediate,Cardio,,233.0,,,,,,,,69.0,,,
Intermediate,Strength,,540.0,,,,,,,,87.0,,,
Advanced,Cardio,,740.0,,,,,,,,52.0,,,
Advanced,HIIT,,364.0,,,,,,,,43.0,,,
Beginner,HIIT,,675.0,,,,,,,,80.0,,,
Advanced,HIIT,,364.0,,,,,,,,80.0,,,
Intermediate,Strength,,552.0,,,,,,,,47.0,,,
Intermediate,Strength,,277.0,,,,,,,,77.0,,,
Beginner,Yoga,,626.0,,,,,,,,62.0,,,
Intermediate,HIIT,,553.0,,,,,,,,60.0,,,
Intermediate,Cardio,,178.0,,,,,,,,58.0,,,
Intermediate,Strength,,487.0,,,,,,,,68.0,,,
Intermediate,HIIT,,510.0,,,,,,,,36.0,,,
Beginner,HIIT,,718.0,,,,,,,,89.0,,,
Beginner,Strength,,541.0,,,,,,,,89.0,,,
Advanced,Yoga,,367.0,,,,,,,,84.0,,,
Intermediate,Strength,,723.0,,,,,,,,24.0,,,
Advanced,Strength,,351.0,,,,,,,,21.0,,,
Beginner,Cardio,,166.0,,,,,,,,41.0,,,
Beginner,Cardio,,471.0,,,,,,,,76.0,,,
Beginner,Yoga,,667.0,,,,,,,,85.0,,,
Beginner,HIIT,,719.0,,,,,,,,35.0,,,
Beginner,Strength,,474.0,,,,,,,,70.0,,,
Beginner,Yoga,,561.0,,,,,,,,58.0,,,
Beginner,Cardio,,467.0,,,,,,,,59.0,,,
Intermediate,Strength,,231.0,,,,,,,,57.0,,,
Advanced,HIIT,,623.0,,,,,,,,79.0,,,
Beginner,Cardio,,617.0,,,,,,,,78.0,,,
Intermediate,Cardio,,574.0,,,,,,,,29.0,,,
Intermediate,Cardio,,353.0,,,,,,,,83.0,,,
Advanced,Yoga,,732.0,,,,,,,,82.0,,,
Beginner,HIIT,,536.0,,,,,,,,68.0,,,
Advanced,Strength,,247.0,,,,,,,,83.0,,,
Beginner,Yoga,,494.0,,,,,,,,51.0,,,
Intermediate,Yoga,,357.0,,,,,,,,26.0,,,
Intermediate,Yoga,,663.0,,,,,,,,40.0,,,
Intermediate,Cardio,,785.0,,,,,,,,39.0,,,
Intermediate,HIIT,,735.0,,,,,,,,45.0,,,
Advanced,Yoga,,315.0,,,,,,,,87.0,,,
Beginner,Strength,,171.0,,,,,,,,34.0,,,
Beginner,HIIT,,303.0,,,,,,,,33.0,,,
Advanced,Strength,,588.0,,,,,,,,46.0,,,
Beginner,HIIT,,444.0,,,,,,,,59.0,,,
Intermediate,Strength,,368.0,,,,,,,,77.0,,,
Beginner,Cardio,,644.0,,,,,,,,47.0,,,
Intermediate,Yoga,,379.0,,,,,,,,45.0,,,
Advanced,Strength,,169.0,,,,,,,,82.0,,,
Beginner,HIIT,,702.0,,,,,,,,85.0,,,
Advanced,Yoga,,297.0,,,,,,,,44.0,,,
Beginner,Yoga,,257.0,,,,,,,,22.0,,,
Intermediate,HIIT,,552.0,,,,,,,,63.0,,,
Advanced,Strength,,745.0,,,,,,,,61.0,,,
Beginner,Cardio,,632.0,,,,,,,,25.0,,,
Intermediate,Cardio,,516.0,,,,,,,,58.0,,,
Advanced,Strength,,563.0,,,,,,,,71.0,,,
Advanced,Yoga,,458.0,,,,,,,,42.0,,,
Beginner,Yoga,,283.0,,,,,,,,69.0,,,
Beginner,Yoga,,432.0,,,,,,,,62.0,,,
Beginner,Yoga,,222.0,,,,,,,,38.0,,,
Intermediate,Strength,,630.0,,,,,,,,88.0,,,
Beginner,Yoga,,501.0,,,,,,,,70.0,,,
Advanced,HIIT,,709.0,,,,,,,,30.0,,,
Advanced,Yoga,,475.0,,,,,,,,31.0,,,
Beginner,Cardio,,592.0,,,,,,,,27.0,,,
Beginner,Yoga,,249.0,,,,,,,,43.0,,,
Advanced,Strength,,208.0,,,,,,,,60.0,,,
Intermediate,Cardio,,657.0,,,,,,,,55.0,,,
Beginner,Strength,,407.0,,,,,,,,74.0,,,
Beginner,Strength,,562.0,,,,,,,,28.0,,,
Advanced,Cardio,,601.0,,,,,,,,66.0,,,
Beginner,Strength,,214.0,,,,,,,,34.0,,,
Intermediate,Strength,,744.0,,,,,,,,67.0,,,
Advanced,Yoga,,303.0,,,,,,,,61.0,,,
Beginner,HIIT,,415.0,,,,,,,,79.0,,,
Advanced,Strength,,228.0,,,,,,,,89.0,,,
Beginner,Strength,,464.0,,,,,,,,31.0,,,
Beginner,Strength,,709.0,,,,,,,,21.0,,,
Beginner,Yoga,,397.0,,,,,,,,26.0,,,
Intermediate,HIIT,,759.0,,,,,,,,22.0,,,
Intermediate,Cardio,,563.0,,,,,,,,22.0,,,
Advanced,Yoga,,174.0,,,,,,,,46.0,,,
Beginner,Yoga,,433.0,,,,,,,,59.0,,,
Beginner,HIIT,,598.0,,,,,,,,52.0,,,
Intermediate,HIIT,,450.0,,,,,,,,20.0,,,
Beginner,Yoga,,217.0,,,,,,,,27.0,,,
Intermediate,Cardio,,156.0,,,,,,,,51.0,,,
Beginner,Yoga,,286.0,,,,,,,,67.0,,,
Advanced,HIIT,,313.0,,,,,,,,23.0,,,
Beginner,Cardio,,232.0,,,,,,,,89.0,,,
Beginner,HIIT,,799.0,,,,,,,,38.0,,,
Intermediate,Cardio,,569.0,,,,,,,,51.0,,,
Beginner,Strength,,222.0,,,,,,,,28.0,,,
Beginner,HIIT,,386.0,,,,,,,,31.0,,,
Intermediate,HIIT,,195.0,,,,,,,,30.0,,,
Advanced,Yoga,,767.0,,,,,,,,65.0,,,
Advanced,HIIT,,411.0,,,,,,,,35.0,,,
Intermediate,HIIT,,325.0,,,,,,,,20.0,,,
Intermediate,Strength,,315.0,,,,,,,,82.0,,,
Intermediate,HIIT,,519.0,,,,,,,,40.0,,,
Intermediate,Strength,,203.0,,,,,,,,49.0,,,
Intermediate,Strength,,568.0,,,,,,,,32.0,,,
Advanced,Strength,,656.0,,,,,,,,53.0,,,
Advanced,Strength,,490.0,,,,,,,,23.0,,,
Intermediate,Cardio,,276.0,,,,,,,,47.0,,,
Beginner,Yoga,,558.0,,,,,,,,78.0,,,
Intermediate,Cardio,,516.0,,,,,,,,46.0,,,
Beginner,HIIT,,420.0,,,,,,,,88.0,,,
Intermediate,Cardio,,793.0,,,,,,,,44.0,,,
Intermediate,Cardio,,754.0,,,,,,,,22.0,,,
Advanced,HIIT,,528.0,,,,,,,,87.0,,,
Beginner,HIIT,,222.0,,,,,,,,44.0,,,
Beginner,HIIT,,397.0,,,,,,,,39.0,,,
Advanced,Cardio,,192.0,,,,,,,,53.0,,,
Advanced,Cardio,,526.0,,,,,,,,45.0,,,
Advanced,HIIT,,190.0,,,,,,,,24.0,,,
Advanced,Yoga,,319.0,,,,,,,,80.0,,,
Beginner,Yoga,,361.0,,,,,,,,28.0,,,
Beginner,Strength,,642.0,,,,,,,,69.0,,,
Intermediate,HIIT,,188.0,,,,,,,,25.0,,,
Intermediate,Strength,,518.0,,,,,,,,79.0,,,
Advanced,Yoga,,300.0,,,,,,,,63.0,,,
Advanced,Strength,,260.0,,,,,,,,30.0,,,
Advanced,HIIT,,629.0,,,,,,,,85.0,,,
Intermediate,HIIT,,585.0,,,,,,,,66.0,,,
Intermediate,HIIT,,196.0,,,,,,,,22.0,,,
Intermediate,Cardio,,724.0,,,,,,,,49.0,,,
Intermediate,Strength,,515.0,,,,,,,,40.0,,,
Intermediate,Yoga,,218.0,,,,,,,,47.0,,,
Intermediate,Yoga,,448.0,,,,,,,,81.0,,,
Intermediate,Yoga,,445.0,,,,,,,,52.0,,,
Advanced,Cardio,,352.0,,,,,,,,54.0,,,
Advanced,Cardio,,210.0,,,,,,,,71.0,,,
Advanced,HIIT,,463.0,,,,,,,,53.0,,,
Advanced,Yoga,,310.0,,,,,,,,60.0,,,
Intermediate,Cardio,,480.0,,,,,,,,70.0,,,
Beginner,HIIT,,677.0,,,,,,,,66.0,,,
Intermediate,Yoga,,487.0,,,,,,,,77.0,,,
Beginner,Strength,,755.0,,,,,,,,76.0,,,
Advanced,HIIT,,453.0,,,,,,,,42.0,,,
Intermediate,Cardio,,652.0,,,,,,,,67.0,,,
Advanced,Cardio,,799.0,,,,,,,,41.0,,,
Intermediate,HIIT,,487.0,,,,,,,,36.0,,,
Advanced,HIIT,,699.0,,,,,,,,88.0,,,
Beginner,Cardio,,788.0,,,,,,,,30.0,,,
Beginner,Strength,,424.0,,,,,,,,34.0,,,
Beginner,Yoga,,313.0,,,,,,,,54.0,,,
Intermediate,Strength,,592.0,,,,,,,,52.0,,,
Beginner,HIIT,,468.0,,,,,,,,35.0,,,
Intermediate,Strength,,738.0,,,,,,,,53.0,,,
Beginner,Cardio,,653.0,,,,,,,,85.0,,,
Beginner,HIIT,,536.0,,,,,,,,59.0,,,
Intermediate,Yoga,,752.0,,,,,,,,47.0,,,
Intermediate,Cardio,,643.0,,,,,,,,66.0,,,
Beginner,Cardio,,639.0,,,,,,,,58.0,,,
Intermediate,Yoga,,222.0,,,,,,,,89.0,,,
Beginner,Yoga,,658.0,,,,,,,,39.0,,,
Intermediate,Strength,,539.0,,,,,,,,20.0,,,
Advanced,HIIT,,768.0,,,,,,,,82.0,,,
Advanced,Yoga,,444.0,,,,,,,,86.0,,,
Advanced,Yoga,,518.0,,,,,,,,23.0,,,
Advanced,HIIT,,698.0,,,,,,,,77.0,,,
Advanced,Yoga,,798.0,,,,,,,,44.0,,,
Beginner,Yoga,,717.0,,,,,,,,66.0,,,
Advanced,Strength,,336.0,,,,,,,,57.0,,,
Advanced,Cardio,,594.0,,,,,,,,34.0,,,
Advanced,Cardio,,719.0,,,,,,,,82.0,,,
Advanced,Cardio,,512.0,,,,,,,,40.0,,,
Intermediate,Cardio,,272.0,,,,,,,,76.0,,,
Beginner,Yoga,,337.0,,,,,,,,72.0,,,
Advanced,HIIT,,569.0,,,,,,,,65.0,,,
Advanced,HIIT,,775.0,,,,,,,,33.0,,,
Advanced,Strength,,401.0,,,,,,,,36.0,,,
Beginner,Strength,,768.0,,,,,,,,58.0,,,
Intermediate,Yoga,,698.0,,,,,,,,28.0,,,
Beginner,HIIT,,484.0,,,,,,,,25.0,,,
Intermediate,HIIT,,241.0,,,,,,,,42.0,,,
Advanced,Cardio,,679.0,,,,,,,,78.0,,,
Advanced,Yoga,,212.0,,,,,,,,65.0,,,
Beginner,Yoga,,661.0,,,,,,,,57.0,,,
Beginner,Cardio,,288.0,,,,,,,,33.0,,,
Intermediate,Yoga,,334.0,,,,,,,,81.0,,,
Intermediate,Yoga,,354.0,,,,,,,,54.0,,,
Beginner,Strength,,363.0,,,,,,,,38.0,,,
Intermediate,HIIT,,405.0,,,,,,,,49.0,,,
Beginner,Yoga,,284.0,,,,,,,,44.0,,,
Intermediate,Strength,,722.0,,,,,,,,59.0,,,
Beginner,HIIT,,237.0,,,,,,,,33.0,,,
Beginner,Cardio,,356.0,,,,,,,,45.0,,,
Beginner,Strength,,278.0,,,,,,,,41.0,,,
Intermediate,Strength,,152.0,,,,,,,,67.0,,,
Intermediate,HIIT,,270.0,,,,,,,,70.0,,,
Intermediate,Cardio,,534.0,,,,,,,,22.0,,,
Beginner,Strength,,763.0,,,,,,,,61.0,,,
Intermediate,Yoga,,187.0,,,,,,,,38.0,,,
Intermediate,Yoga,,490.0,,,,,,,,47.0,,,
Beginner,Yoga,,794.0,,,,,,,,64.0,,,
Advanced,Cardio,,170.0,,,,,,,,82.0,,,
Beginner,Strength,,391.0,,,,,,,,38.0,,,
Intermediate,Yoga,,604.0,,,,,,,,66.0,,,
Beginner,Cardio,,770.0,,,,,,,,33.0,,,
Advanced,Yoga,,452.0,,,,,,,,57.0,,,
Beginner,HIIT,,745.0,,,,,,,,72.0,,,
Intermediate,Strength,,744.0,,,,,,,,80.0,,,
Advanced,Strength,,218.0,,,,,,,,55.0,,,
Intermediate,Cardio,,278.0,,,,,,,,59.0,,,
Advanced,Cardio,,345.0,,,,,,,,49.0,,,
Advanced,Strength,,289.0,,,,,,,,28.0,,,
Beginner,Yoga,,593.0,,,,,,,,83.0,,,
Beginner,Yoga,,432.0,,,,,,,,52.0,,,
Intermediate,HIIT,,461.0,,,,,,,,71.0,,,
Beginner,Yoga,,684.0,,,,,,,,33.0,,,
Beginner,Cardio,,426.0,,,,,,,,72.0,,,
Advanced,Cardio,,210.0,,,,,,,,78.0,,,
Beginner,Yoga,,468.0,,,,,,,,60.0,,,
Advanced,Cardio,,201.0,,,,,,,,87.0,,,
Advanced,Strength,,302.0,,,,,,,,87.0,,,
Advanced,Strength,,460.0,,,,,,,,27.0,,,
Intermediate,Yoga,,693.0,,,,,,,,21.0,,,
Intermediate,Strength,,716.0,,,,,,,,60.0,,,
Intermediate,Strength,,538.0,,,,,,,,74.0,,,
Advanced,HIIT,,697.0,,,,,,,,35.0,,,
Intermediate,HIIT,,771.0,,,,,,,,81.0,,,
Intermediate,Strength,,326.0,,,,,,,,67.0,,,
Beginner,Yoga,,511.0,,,,,,,,49.0,,,
Intermediate,HIIT,,463.0,,,,,,,,31.0,,,
Intermediate,Cardio,,246.0,,,,,,,,54.0,,,
Advanced,Cardio,,362.0,,,,,,,,30.0,,,
Advanced,Cardio,,286.0,,,,,,,,83.0,,,
Advanced,Yoga,,155.0,,,,,,,,69.0,,,
Advanced,Strength,,258.0,,,,,,,,40.0,,,
Advanced,Cardio,,696.0,,,,,,,,88.0,,,
Advanced,Yoga,,188.0,,,,,,,,67.0,,,
Intermediate,HIIT,,574.0,,,,,,,,39.0,,,
Advanced,Strength,,779.0,,,,,,,,86.0,,,
Advanced,HIIT,,410.0,,,,,,,,63.0,,,
Beginner,Yoga,,575.0,,,,,,,,52.0,,,
Intermediate,Cardio,,236.0,,,,,,,,80.0,,,
Intermediate,Cardio,,614.0,,,,,,,,28.0,,,
Intermediate,Yoga,,225.0,,,,,,,,87.0,,,
Advanced,Cardio,,620.0,,,,,,,,54.0,,,
Advanced,Strength,,563.0,,,,,,,,84.0,,,
Advanced,Yoga,,606.0,,,,,,,,27.0,,,
Beginner,HIIT,,434.0,,,,,,,,64.0,,,
Advanced,Yoga,,388.0,,,,,,,,66.0,,,
Beginner,Strength,,748.0,,,,,,,,59.0,,,
Intermediate,Strength,,707.0,,,,,,,,73.0,,,
Advanced,Yoga,,521.0,,,,,,,,65.0,,,
Beginner,Yoga,,644.0,,,,,,,,66.0,,,
Beginner,Cardio,,773.0,,,,,,,,34.0,,,
